Name,Symbol
Science Strategic Acquisition Corp. Alpha Warrant,SSAAW
SouthState Corporation Common Stock,SSB
Summit State Bank Common Stock,SSBI
Southern States Bancshares Inc. Common Stock,SSBK
Simpson Manufacturing Company Inc. Common Stock,SSD
Strata Skin Sciences Inc. Common Stock,SSKN
Sasol Ltd. American Depositary Shares,SSL
SS&C Technologies Holdings Inc. Common Stock,SSNC
SilverSun Technologies Inc. Common Stock,SSNT
E.W. Scripps Company (The) Class A Common Stock,SSP
SSR Mining Inc. Common Stock,SSRM
SuRo Capital Corp. Common Stock,SSSS
SuRo Capital Corp. 6.00% Notes due 2026,SSSSL
ShotSpotter Inc. Common Stock,SSTI
Shutterstock Inc. Common Stock,SSTK
SIGNA Sports United N.V. Ordinary Share,SSU
SunLink Health Systems Inc. Common Stock,SSY
Stratasys Ltd. Ordinary Shares (Israel),SSYS
Sensata Technologies Holding plc Ordinary Shares,ST
STAAR Surgical Company Common Stock,STAA
Statera Biopharma Inc. Common Stock,STAB
Staffing 360 Solutions Inc. Common Stock (DE),STAF
Stag Industrial Inc. Common Stock,STAG
iStar Inc. Common Stock,STAR          
iStar Inc. Series D Cumulative Redeemable Preferred Stock,STAR^D
iStar Inc. Series G Cumulative Redeemable Preferred Stock,STAR^G
iStar Inc. Series I Cumulative Redeemable Preferred Stock,STAR^I
S&T Bancorp Inc. Common Stock,STBA
Stewart Information Services Corporation Common Stock,STC
Steel Connect Inc. Common Stock,STCN
STERIS plc (Ireland) Ordinary Shares,STE
Stem Inc. Class A Common Stock,STEM
StepStone Group Inc. Class A Common Stock,STEP
Sterling Check Corp. Common Stock,STER
State Auto Financial Corporation Common Stock,STFC
Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,STG
Stagwell Inc. Class A Common Stock,STGW
Neuronetics Inc. Common Stock,STIM
Columbia Seligman Premium Technology Growth Fund Inc,STK
SunOpta Inc. Common Stock,STKL
The ONE Group Hospitality Inc. Common Stock,STKS
Sterling Bancorp,STL
Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,STL^A
Stellantis N.V. Common Shares,STLA
Steel Dynamics Inc.,STLD
STMicroelectronics N.V. Common Stock,STM
Stantec Inc Common Stock,STN
StoneCo Ltd. Class A Common Shares,STNE
Scorpio Tankers Inc. Common Shares,STNG
Stoke Therapeutics Inc. Common Stock,STOK
StoneMor Inc. Common Stock,STON
STORE Capital Corporation Common Stock,STOR
Strategic Education Inc. Common Stock,STRA
Sarcos Technology and Robotics Corporation Common Stock,STRC
Sarcos Technology and Robotics Corporation Warrants,STRCW
Sterling Construction Company Inc Common Stock,STRL
Streamline Health Solutions Inc. Common Stock,STRM
Stran & Company Inc. Common Stock,STRN
Stran & Company Inc. Warrant,STRNW
Sutro Biopharma Inc. Common Stock,STRO
Star Equity Holdings Inc. Common Stock,STRR
Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,STRRP
Stratus Properties Inc. Common Stock,STRS
STRATTEC SECURITY CORPORATION Common Stock,STRT
Satsuma Pharmaceuticals Inc. Common Stock,STSA
State Street Corporation Common Stock,STT
State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,STT^D
State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,STT^G
Shattuck Labs Inc. Common Stock,STTK
Stevanato Group S.p.A. Ordinary Shares,STVN
STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STWD
Seagate Technology Holdings PLC Ordinary Shares (Ireland),STX
Spirit of Texas Bancshares Inc. Common Stock,STXB
Stereotaxis Inc. Common Stock,STXS
Constellation Brands Inc. Common Stock,STZ
Constellation Brands Inc,STZ/B
Suncor Energy  Inc. Common Stock,SU
Sun Communities Inc. Common Stock,SUI
Summit Materials Inc. Class A Common Stock,SUM
Sumo Logic Inc. Common Stock,SUMO
Summer Infant Inc. Common Stock,SUMR
Sunoco LP Common Units representing limited partner interests,SUN
Sunlight Financial Holdings Inc. Class A Common Stock,SUNL
SLR Senior Investment Corp. Common Stock,SUNS
Sunworks Inc. Common Stock,SUNW
Superior Industries International Inc. Common Stock (DE),SUP
Supernus Pharmaceuticals Inc. Common Stock,SUPN
Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,SUPV
Surface Oncology Inc. Common Stock,SURF
SurgePays Inc. Common Stock,SURG
SurgePays Inc. Warrant,SURGW
Suzano S.A. American Depositary Shares (each representing One Ordinary Share),SUZ
Spring Valley Acquisition Corp. Class A Ordinary Share,SV
Service Properties Trust Common Stock,SVC
SVF Investment Corp. Class A Ordinary Shares,SVFA
SVF Investment Corp. Unit,SVFAU
SVF Investment Corp. Warrant,SVFAW
SVF Investment Corp. 2 Class A Ordinary Shares,SVFB
SVF Investment Corp. 3 Class A Ordinary Shares,SVFC
Save Foods Inc. Common Stock,SVFD
Silvercorp Metals Inc. Common Shares,SVM
7 Acquisition Corporation Warrant,SVNAW
Savara Inc. Common Stock,SVRA
Spring Valley Acquisition Corp. Unit,SVSVU
Spring Valley Acquisition Corp. Warrant,SVSVW
Servotronics Inc. Common Stock,SVT
Firsthand Technology Value Fund Inc. Common Stock,SVVC
Software Acquisition Group Inc. III Class A Common Stock,SWAG
Software Acquisition Group Inc. III Unit,SWAGU
Software Acquisition Group Inc. III Warrant,SWAGW
ShockWave Medical Inc. Common Stock,SWAV
Smith & Wesson Brands Inc. Common Stock,SWBI
Switch Inc. Class A Common Stock,SWCH
Athlon Acquisition Corp. Class A Common stock,SWET
Athlon Acquisition Corp. Unit,SWETU
Athlon Acquisition Corp. Warrant,SWETW
SolarWinds Corporation Common Stock,SWI
Latham Group Inc. Common Stock,SWIM
Sierra Wireless Inc. Common Stock,SWIR
Stanley Black & Decker Inc. Common Stock,SWK
SWK Holdings Corporation Common Stock,SWKH
Skyworks Solutions Inc. Common Stock,SWKS
Schweitzer-Mauduit International Inc. Common Stock,SWM
Southwestern Energy Company Common Stock,SWN
Springwater Special Situations Corp. Common stock,SWSS
Springwater Special Situations Corp. Warrant,SWSSW
Stanley Black & Decker Inc. Corporate Unit,SWT
SpringWorks Therapeutics Inc. Common Stock,SWTX
Southwest Gas Holdings Inc. Common Stock (DE),SWX
Swiss Helvetia Fund Inc. (The) Common Stock,SWZ
SunCoke Energy Inc. Common Stock,SXC
Standex International Corporation Common Stock,SXI
Sensient Technologies Corporation Common Stock,SXT
China SXT Pharmaceuticals Inc. Ordinary Shares,SXTC
So-Young International Inc. American Depository Shares,SY
Stock Yards Bancorp Inc. Common Stock,SYBT
Synlogic Inc. Common Stock,SYBX
Synchrony Financial Common Stock,SYF
Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SYF^A
Stryker Corporation Common Stock,SYK
Synthetic Biologics Inc. Common Stock,SYN
Synaptics Incorporated Common Stock $0.001 Par Value,SYNA
Syneos Health Inc. Class A Common Stock,SYNH
Synalloy Corporation Common Stock,SYNL
Sypris Solutions Inc. Common Stock,SYPR
Syros Pharmaceuticals Inc. Common Stock,SYRS
Siyata Mobile Inc. Common Shares,SYTA
Siyata Mobile Inc. Warrant,SYTAW
Sysco Corporation Common Stock,SYY
Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,SZC
Sizzle Acquisition Corp. Unit,SZZLU
AT&T Inc.,T
AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,T^A
AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,T^C
TravelCenters of America Inc. Common Stock,TA
TransAlta Corporation Ordinary Shares,TAC
Trepont Acquisition Corp I Class A Ordinary Shares,TACA
Del Taco Restaurants Inc. Common Stock,TACO
TransAct Technologies Incorporated Common Stock,TACT
Taitron Components Incorporated Class A Common Stock,TAIT
Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),TAK
TAL Education Group American Depositary Shares,TAL
Talkspace Inc. Common Stock,TALK
Talkspace Inc. Warrant,TALKW
Talos Energy Inc. Common Stock,TALO
Talaris Therapeutics Inc. Common Stock,TALS
Tantech Holdings Ltd. Common Stock,TANH
TravelCenters of America Inc. 8.25% Senior Notes due 2028,TANNI
TravelCenters of America Inc. 8.00% Senior Notes due 2029,TANNL
TravelCenters of America Inc. 8.00% Senior Notes due 2030,TANNZ
Taoping Inc. Ordinary Shares ,TAOP
Molson Coors Beverage Company Class B Common Stock,TAP
Protara Therapeutics Inc.  Common Stock,TARA
Taro Pharmaceutical Industries Ltd. Ordinary Shares,TARO
Tarsus Pharmaceuticals Inc. Common Stock,TARS
TaskUs Inc. Class A Common Stock,TASK
Carrols Restaurant Group Inc. Common Stock,TAST
TAT Technologies Ltd. Ordinary Shares,TATT
Taylor Devices Inc. Common Stock,TAYD
AT&T Inc. 5.350% Global Notes due 2066,TBB
The Bancorp Inc Common Stock,TBBK
AT&T Inc. 5.625% Global Notes due 2067,TBC
Thunder Bridge Capital Partners III Inc. Class A Common Stock,TBCP
Thunder Bridge Capital Partners III Inc. Units,TBCPU
TrueBlue Inc. Common Stock,TBI
Triumph Bancorp Inc. Common Stock,TBK
Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,TBKCP
Taboola.com Ltd. Ordinary Shares,TBLA
Taboola.com Ltd. Warrant,TBLAW
Thornburg Income Builder Opportunities Trust Common Stock,TBLD
ToughBuilt Industries Inc. Common Stock,TBLT
ToughBuilt Industries Inc. Warrant,TBLTW
Territorial Bancorp Inc. Common Stock,TBNK
Theravance Biopharma Inc. Ordinary Shares,TBPH
TB SA Acquisition Corp Class A Ordinary Share,TBSA
TB SA Acquisition Corp Warrant,TBSAW
TuanChe Limited American Depositary Shares,TC
Tuatara Capital Acquisition Corporation Class A Ordinary Shares,TCAC
Tuatara Capital Acquisition Corporation Warrant,TCACW
TC Bancshares Inc. Common Stock,TCBC
Texas Capital Bancshares Inc. Common Stock,TCBI
Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,TCBIO
TriCo Bancshares Common Stock,TCBK
Texas Community Bancshares Inc. Common Stock,TCBS
Third Coast Bancshares Inc. Common Stock,TCBX
Tricida Inc. Common Stock,TCDA
The Community Financial Corporation Common Stock,TCFC
Transcontinental Realty Investors Inc. Common Stock,TCI
Tactile Systems Technology Inc. Common Stock,TCMD
Tricon Residential Inc. Common Shares,TCN
Trip.com Group Limited American Depositary Shares,TCOM
TRACON Pharmaceuticals Inc. Common Stock,TCON
BlackRock TCP Capital Corp. Common Stock,TCPC
TCR2 Therapeutics Inc. Common Stock,TCRR
TScan Therapeutics Inc. Common Stock,TCRX
Container Store (The) Common Stock,TCS
Tucows Inc. Class A Common Stock,TCX
Toronto Dominion Bank (The) Common Stock,TD
Teradata Corporation Common Stock,TDC
TDCX Inc. American Depositary Shares each representing one Class A ordinary share,TDCX
Templeton Dragon Fund Inc. Common Stock,TDF
Transdigm Group Incorporated Common Stock,TDG
Teladoc Health Inc. Common Stock,TDOC
Telephone and Data Systems Inc. Common Shares,TDS
Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,TDS^U
Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,TDS^V
ThredUp Inc. Class A Common Stock,TDUP
Tidewater Inc. Common Stock,TDW
Teledyne Technologies Incorporated Common Stock,TDY
Ecofin Sustainable and Social Impact Term Fund,TEAF
Atlassian Corporation Plc Class A Ordinary Shares,TEAM
Bio-Techne Corp Common Stock,TECH
Teck Resources Ltd Ordinary Shares,TECK
Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,TECTP
Tarena International Inc. American Depositary Shares,TEDU
Telefonica SA Common Stock,TEF
Templeton Emerging Markets Income Fund Inc. Common Stock,TEI
Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,TEKK
Tekkorp Digital Acquisition Corp. Unit,TEKKU
Tekkorp Digital Acquisition Corp. Warrant,TEKKW
TE Connectivity Ltd. New Switzerland Registered Shares,TEL
TELA Bio Inc. Common Stock,TELA
Tellurian Inc. Common Stock,TELL
Tellurian Inc. 8.25% Senior Notes due 2028,TELZ
Tenneco Inc. Class A Voting Common Stock,TEN
Tenable Holdings Inc. Common Stock,TENB
Tenax Therapeutics Inc. Common Stock,TENX
Telecom Argentina SA,TEO
Teradyne Inc. Common Stock,TER
Terns Pharmaceuticals Inc. Common Stock,TERN
TESSCO Technologies Incorporated Common Stock,TESS
Tech and Energy Transition Corporation Class A Common Stock,TETC
Tech and Energy Transition Corporation Unit,TETCU
Tech and Energy Transition Corporation Warrant,TETCW
Teva Pharmaceutical Industries Limited American Depositary Shares,TEVA
Terex Corporation Common Stock,TEX
Truist Financial Corporation Common Stock,TFC
Truist Financial Corporation Depositary Shares,TFC^I
Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,TFC^O
Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,TFC^R
TFF Pharmaceuticals Inc. Common Stock,TFFP
TFI International Inc. Common Shares,TFII
Terra Income Fund VI 7.00% Notes due 2026,TFSA
TFS Financial Corporation Common Stock,TFSL
Teleflex Incorporated Common Stock,TFX
Tredegar Corporation Common Stock,TG
TransGlobe Energy Corporation Ordinary Shares (Canada),TGA
Target Global Acquisition I Corp. Unit,TGAAU
Taseko Mines Ltd. Common Stock,TGB
Textainer Group Holdings Limited Common Shares,TGH
Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,TGH^A
Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,TGH^B
Triumph Group Inc. Common Stock,TGI
Tecnoglass Inc. Ordinary Shares,TGLS
TEGNA Inc,TGNA
Teekay LNG Partners L.P.,TGP
Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,TGP^A
Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,TGP^B
Transportadora de Gas del Sur SA TGS Common Stock,TGS
Target Corporation Common Stock,TGT
TG Therapeutics Inc. Common Stock,TGTX
TG Venture Acquisition Corp. Class A Common Stock,TGVC
TG Venture Acquisition Corp. Units,TGVCU
TG Venture Acquisition Corp. Warrants,TGVCW
Target Hospitality Corp. Common Stock,TH
Thrive Acquisition Corporation Class A ordinary shares,THAC
Thrive Acquisition Corporation Unit,THACU
Thrive Acquisition Corporation Warrant,THACW
Tenet Healthcare Corporation Common Stock,THC
Tuscan Holdings Corp. II Common Stock,THCA
Tuscan Holdings Corp. II Warrant,THCAW
Thunder Bridge Capital Partners IV Inc. Class A Common Stock,THCP
First Financial Corporation Indiana Common Stock,THFF
Hanover Insurance Group Inc,THG
International Tower Hill Mines Ltd. Ordinary Shares (Canada),THM
ThermoGenesis Holdings Inc. Common Stock,THMO
Thor Industries Inc. Common Stock,THO
Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,THQ
Thermon Group Holdings Inc. Common Stock,THR
Gentherm Inc Common Stock,THRM
Thorne Healthtech Inc. Common Stock,THRN
Theseus Pharmaceuticals Inc. Common Stock,THRX
Thryv Holdings Inc. Common Stock,THRY
Treehouse Foods Inc. Common Stock,THS
Theratechnologies Inc. Common Shares,THTX
Tekla World Healthcare Fund Shares of Beneficial Interest,THW
Target Hospitality Corp. Warrant expiring 3/15/2024,THWWW
Trean Insurance Group Inc. Common Stock,TIG
Millicom International Cellular S.A. Common Stock,TIGO
UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,TIGR
Instil Bio Inc. Common Stock,TIL
Interface Inc. Common Stock,TILE
TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,TIMB
Tiga Acquisition Corp. Class A Ordinary Shares,TINV
Tio Tech A Class A Ordinary Share,TIOA
Tio Tech A Units,TIOAU
Tio Tech A Warrants,TIOAW
Tiptree Inc. Common Stock,TIPT
TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,TIRX
Team Inc. Common Stock,TISI
Titan Machinery Inc. Common Stock,TITN
Tivic Health Systems Inc. Common Stock,TIVC
TELUS International (Cda) Inc. Subordinate Voting Shares,TIXT
TJX Companies Inc. (The) Common Stock,TJX
Teekay Corporation Common Stock,TK
Takung Art Co. Ltd. Common Stock,TKAT
Turkcell Iletisim Hizmetleri AS Common Stock,TKC
Alpha Teknova Inc. Common Stock,TKNO
Timken Company (The) Common Stock,TKR
TLG Acquisition One Corp. Class A Common Stock,TLGA
TLGY Acquisition Corporation Unit,TLGYU
Talis Biomedical Corporation Common Stock,TLIS
PT Telekomunikasi Indonesia Tbk,TLK
SOC Telemed Inc. Class A Common Stock,TLMD
SOC Telemed Inc. Warrants,TLMDW
Tilray Inc. Class 2 Common Stock ,TLRY
Telos Corporation Common Stock,TLS
Tiziana Life Sciences Ltd. Common Shares,TLSA
Tilly's Inc. Common Stock,TLYS
Toyota Motor Corporation Common Stock,TM
The Music Acquisition Corporation Class A Common Stock,TMAC
Timber Pharmaceuticals Inc. Common Stock,TMBR
TMC the metals company Inc. Common Stock,TMC
Treace Medical Concepts Inc. Common Stock,TMCI
TMC the metals company Inc. Warrants,TMCWW
Titan Medical Inc. Ordinary Shares,TMDI
TransMedics Group Inc. Common Stock,TMDX
Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,TME
Taylor Morrison Home Corporation Common Stock,TMHC
Tastemaker Acquisition Corp. Class A Common Stock,TMKR
Tastemaker Acquisition Corp. Unit,TMKRU
Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,TMKRW
Thermo Fisher Scientific Inc Common Stock,TMO
Tompkins Financial Corporation Common Stock,TMP
Turmeric Acquisition Corp. Class A Ordinary Shares,TMPM
Turmeric Acquisition Corp. Warrant,TMPMW
Trilogy Metals Inc. Common Stock,TMQ
TimkenSteel Corporation Common Shares,TMST
T-Mobile US Inc. Common Stock,TMUS
Terminix Global Holdings Inc. Common Stock,TMX
Tennant Company Common Stock,TNC
Tandem Diabetes Care Inc. Common Stock,TNDM
TriNet Group Inc. Common Stock,TNET
Tango Therapeutics Inc.,TNGX
Teekay Tankers Ltd.,TNK
Travel   Leisure Co. Common  Stock,TNL
Tsakos Energy Navigation Ltd Common Shares,TNP
Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,TNP^D
